SYMBOL	ENSEMBL	ENTREZID	GENENAME
ZNF780B	ENSG00000128000	163131	zinc finger protein 780B
ZNF780B	ENSG00000281601	163131	zinc finger protein 780B
ZNF263	ENSG00000006194	10127	zinc finger protein 263
HNRNPR	ENSG00000125944	10236	heterogeneous nuclear ribonucleoprotein R
HNRNPR	ENSG00000282958	10236	heterogeneous nuclear ribonucleoprotein R
HERPUD1	ENSG00000051108	9709	homocysteine inducible ER protein with ubiquitin like domain 1
INTU	ENSG00000164066	27152	inturned planar cell polarity protein
SLC5A9	ENSG00000117834	200010	solute carrier family 5 member 9
OR1K1	ENSG00000165204	392392	olfactory receptor family 1 subfamily K member 1
ADH1C	ENSG00000248144	126	alcohol dehydrogenase 1C (class I), gamma polypeptide
RFX2	ENSG00000087903	5990	regulatory factor X2
IRS1	ENSG00000169047	3667	insulin receptor substrate 1
EPB41	ENSG00000159023	2035	erythrocyte membrane protein band 4.1
CHAC2	ENSG00000143942	494143	ChaC cation transport regulator homolog 2
S100A4	ENSG00000196154	6275	S100 calcium binding protein A4
SLC38A8	ENSG00000166558	146167	solute carrier family 38 member 8
PVRL2	NA	NA	NA
ABCF2	ENSG00000033050	10061	ATP binding cassette subfamily F member 2
ABCF2	ENSG00000285292	10061	ATP binding cassette subfamily F member 2
ZCCHC18	ENSG00000166707	644353	zinc finger CCHC-type containing 18
ERLEC1	ENSG00000068912	27248	endoplasmic reticulum lectin 1
NXN	ENSG00000167693	64359	nucleoredoxin
NXN	ENSG00000281300	64359	nucleoredoxin
NXN	ENSG00000280563	64359	nucleoredoxin
GDPGP1	ENSG00000183208	390637	GDP-D-glucose phosphorylase 1
KRTAP12-2	ENSG00000221864	353323	keratin associated protein 12-2
SCAF1	ENSG00000126461	58506	SR-related CTD associated factor 1
C12orf71	ENSG00000214700	728858	chromosome 12 open reading frame 71
APOBEC3G	ENSG00000239713	60489	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
SPRR2E	ENSG00000203785	6704	small proline rich protein 2E
UGT2B4	ENSG00000156096	7363	UDP glucuronosyltransferase family 2 member B4
HBEGF	ENSG00000113070	1839	heparin binding EGF like growth factor
LDOC1L	NA	NA	NA
MCTS1	ENSG00000232119	28985	MCTS1, re-initiation and release factor
NUP54	ENSG00000138750	53371	nucleoporin 54
STX11	ENSG00000135604	8676	syntaxin 11
EPHX3	ENSG00000105131	79852	epoxide hydrolase 3
ATRNL1	ENSG00000107518	26033	attractin like 1
MAML3	ENSG00000196782	55534	mastermind like transcriptional coactivator 3
NCKAP5	ENSG00000176771	344148	NCK associated protein 5
TRNP1	ENSG00000253368	388610	TMF1-regulated nuclear protein 1
ATHL1	NA	NA	NA
RGS4	ENSG00000117152	5999	regulator of G protein signaling 4
IFNA7	ENSG00000214042	3444	interferon alpha 7
PKP2	ENSG00000057294	5318	plakophilin 2
RBM41	ENSG00000089682	55285	RNA binding motif protein 41
CMTM6	ENSG00000091317	54918	CKLF like MARVEL transmembrane domain containing 6
GM2A	ENSG00000196743	2760	GM2 ganglioside activator
MAGEH1	ENSG00000187601	28986	MAGE family member H1
ASCC1	ENSG00000138303	51008	activating signal cointegrator 1 complex subunit 1
PIH1D2	ENSG00000150773	120379	PIH1 domain containing 2
S1PR1	ENSG00000170989	1901	sphingosine-1-phosphate receptor 1
POLR2J3	ENSG00000168255	548644	RNA polymerase II subunit J3
POLR2J3	ENSG00000285437	548644	RNA polymerase II subunit J3
AP2B1	ENSG00000006125	163	adaptor related protein complex 2 subunit beta 1
MMP7	ENSG00000137673	4316	matrix metallopeptidase 7
EPG5	ENSG00000152223	57724	ectopic P-granules autophagy protein 5 homolog
OR2C3	ENSG00000284824	81472	olfactory receptor family 2 subfamily C member 3
OR2C3	ENSG00000196242	81472	olfactory receptor family 2 subfamily C member 3
ZGPAT	ENSG00000197114	84619	zinc finger CCCH-type and G-patch domain containing
WDFY3	ENSG00000163625	23001	WD repeat and FYVE domain containing 3
CENPBD1	ENSG00000177946	92806	CENPB DNA-binding domain containing 1
LSM12	ENSG00000161654	124801	LSM12 homolog
NUDT2	ENSG00000164978	318	nudix hydrolase 2
KIF22	ENSG00000079616	3835	kinesin family member 22
A3GALT2	ENSG00000184389	127550	alpha 1,3-galactosyltransferase 2
POLE3	ENSG00000148229	54107	DNA polymerase epsilon 3, accessory subunit
GRIP1	ENSG00000155974	23426	glutamate receptor interacting protein 1
ADAMTS16	ENSG00000145536	170690	ADAM metallopeptidase with thrombospondin type 1 motif 16
CTDNEP1	ENSG00000175826	23399	CTD nuclear envelope phosphatase 1
ARFIP2	ENSG00000132254	23647	ADP ribosylation factor interacting protein 2
PDK1	ENSG00000152256	5163	pyruvate dehydrogenase kinase 1
TMEM176A	ENSG00000002933	55365	transmembrane protein 176A
PHC1	ENSG00000111752	1911	polyhomeotic homolog 1
FAM129C	ENSG00000167483	199786	family with sequence similarity 129 member C
ZNF878	ENSG00000257446	729747	zinc finger protein 878
IL22	ENSG00000127318	50616	interleukin 22
NEK8	ENSG00000160602	284086	NIMA related kinase 8
MCM3AP	ENSG00000160294	8888	minichromosome maintenance complex component 3 associated protein
GRIN2C	ENSG00000161509	2905	glutamate ionotropic receptor NMDA type subunit 2C
SKP1	ENSG00000113558	6500	S-phase kinase associated protein 1
ZNF512B	ENSG00000196700	57473	zinc finger protein 512B
NDUFS5	ENSG00000168653	4725	NADH:ubiquinone oxidoreductase subunit S5
RNASE9	ENSG00000188655	390443	ribonuclease A family member 9 (inactive)
SPN	ENSG00000197471	6693	sialophorin
HTR1D	ENSG00000179546	3352	5-hydroxytryptamine receptor 1D
FZD10	ENSG00000111432	11211	frizzled class receptor 10
CLMN	ENSG00000165959	79789	calmin
ADGRA1	ENSG00000197177	84435	adhesion G protein-coupled receptor A1
OR7G1	ENSG00000161807	125962	olfactory receptor family 7 subfamily G member 1
FBXL14	ENSG00000171823	144699	F-box and leucine rich repeat protein 14
TCL1A	ENSG00000100721	8115	T cell leukemia/lymphoma 1A
EIF5A2	ENSG00000163577	56648	eukaryotic translation initiation factor 5A2
TMEM108	ENSG00000144868	66000	transmembrane protein 108
NAA20	ENSG00000173418	51126	N(alpha)-acetyltransferase 20, NatB catalytic subunit
MROH8	ENSG00000101353	140699	maestro heat like repeat family member 8
SPIN2A	ENSG00000147059	54466	spindlin family member 2A
DGCR2	ENSG00000070413	9993	DiGeorge syndrome critical region gene 2
MPV17L2	ENSG00000254858	84769	MPV17 mitochondrial inner membrane protein like 2
TSPAN5	ENSG00000168785	10098	tetraspanin 5
MTRNR2L4	ENSG00000232196	100463285	MT-RNR2 like 4
GMEB1	ENSG00000162419	10691	glucocorticoid modulatory element binding protein 1
P2RY10	ENSG00000078589	27334	P2Y receptor family member 10
CRABP1	ENSG00000166426	1381	cellular retinoic acid binding protein 1
GET4	ENSG00000239857	51608	golgi to ER traffic protein 4
NEK5	ENSG00000197168	341676	NIMA related kinase 5
ZNF23	ENSG00000167377	7571	zinc finger protein 23
TMEM41B	ENSG00000166471	440026	transmembrane protein 41B
CRYAB	ENSG00000109846	1410	crystallin alpha B
RANBP1	ENSG00000099901	5902	RAN binding protein 1
SPANXN4	ENSG00000189326	441525	SPANX family member N4
ZNF211	ENSG00000121417	10520	zinc finger protein 211
SLC18A2	ENSG00000165646	6571	solute carrier family 18 member A2
SUN1	ENSG00000164828	23353	Sad1 and UNC84 domain containing 1
RNASEK	ENSG00000219200	440400	ribonuclease K
CLSPN	ENSG00000092853	63967	claspin
PRKCE	ENSG00000171132	5581	protein kinase C epsilon
LTA4H	ENSG00000111144	4048	leukotriene A4 hydrolase
PITPNC1	ENSG00000154217	26207	phosphatidylinositol transfer protein cytoplasmic 1
NOMO3	ENSG00000103226	408050	NODAL modulator 3
NOMO3	ENSG00000278087	408050	NODAL modulator 3
ARV1	ENSG00000173409	64801	ARV1 homolog, fatty acid homeostasis modulator
SNRPG	ENSG00000143977	6637	small nuclear ribonucleoprotein polypeptide G
DNAJB8	ENSG00000179407	165721	DnaJ heat shock protein family (Hsp40) member B8
L3MBTL3	ENSG00000198945	84456	L3MBTL3, histone methyl-lysine binding protein
KAT6B	ENSG00000156650	23522	lysine acetyltransferase 6B
KAT6B	ENSG00000281813	23522	lysine acetyltransferase 6B
COG8	ENSG00000213380	84342	component of oligomeric golgi complex 8
EMX2	ENSG00000170370	2018	empty spiracles homeobox 2
DSTYK	ENSG00000133059	25778	dual serine/threonine and tyrosine protein kinase
SSTR3	ENSG00000278195	6753	somatostatin receptor 3
B9D1	ENSG00000108641	27077	B9 domain containing 1
CCM2	ENSG00000136280	83605	CCM2 scaffold protein
ANKRD26	ENSG00000107890	22852	ankyrin repeat domain 26
RNF125	ENSG00000101695	54941	ring finger protein 125
LOC100130370	ENSG00000262223	100130370	uncharacterized LOC100130370
FA2H	ENSG00000103089	79152	fatty acid 2-hydroxylase
DFFA	ENSG00000160049	1676	DNA fragmentation factor subunit alpha
ZRANB3	ENSG00000121988	84083	zinc finger RANBP2-type containing 3
TMEM245	ENSG00000106771	23731	transmembrane protein 245
POLH	ENSG00000170734	5429	DNA polymerase eta
ATAD1	ENSG00000138138	84896	ATPase family, AAA domain containing 1
ATAD1	ENSG00000283024	84896	ATPase family, AAA domain containing 1
GYG1	ENSG00000163754	2992	glycogenin 1
NLRP9	ENSG00000185792	338321	NLR family pyrin domain containing 9
WDPCP	ENSG00000143951	51057	WD repeat containing planar cell polarity effector
KNTC1	ENSG00000184445	9735	kinetochore associated 1
NMNAT1	ENSG00000173614	64802	nicotinamide nucleotide adenylyltransferase 1
SRF	ENSG00000112658	6722	serum response factor
OR5AR1	ENSG00000172459	219493	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)
MAGEB5	ENSG00000188408	347541	MAGE family member B5
ZNF226	ENSG00000167380	7769	zinc finger protein 226
DEDD2	ENSG00000160570	162989	death effector domain containing 2
ANKRD6	ENSG00000135299	22881	ankyrin repeat domain 6
HR	ENSG00000168453	55806	HR, lysine demethylase and nuclear receptor corepressor
PDPR	ENSG00000090857	55066	pyruvate dehydrogenase phosphatase regulatory subunit
MANSC1	ENSG00000111261	54682	MANSC domain containing 1
MANSC1	ENSG00000281818	54682	MANSC domain containing 1
PAGE1	ENSG00000068985	8712	PAGE family member 1
PPAT	ENSG00000128059	5471	phosphoribosyl pyrophosphate amidotransferase
EDEM3	ENSG00000116406	80267	ER degradation enhancing alpha-mannosidase like protein 3
MAGEA8	ENSG00000156009	4107	MAGE family member A8
GPM6A	ENSG00000150625	2823	glycoprotein M6A
PRAMEF6	ENSG00000232423	440561	PRAME family member 6
PRAMEF6	ENSG00000282119	440561	PRAME family member 6
ZBTB38	ENSG00000177311	253461	zinc finger and BTB domain containing 38
EVPL	ENSG00000167880	2125	envoplakin
NEURL3	ENSG00000163121	93082	neuralized E3 ubiquitin protein ligase 3
CCDC176	NA	NA	NA
TOP3A	ENSG00000177302	7156	DNA topoisomerase III alpha
TOP3A	ENSG00000284238	7156	DNA topoisomerase III alpha
RQCD1	NA	NA	NA
HCFC2	ENSG00000111727	29915	host cell factor C2
PSME4	ENSG00000068878	23198	proteasome activator subunit 4
ZNF649	ENSG00000198093	65251	zinc finger protein 649
ETNPPL	ENSG00000164089	64850	ethanolamine-phosphate phospho-lyase
USP26	ENSG00000134588	83844	ubiquitin specific peptidase 26
ECHS1	ENSG00000127884	1892	enoyl-CoA hydratase, short chain 1
TNNI2	ENSG00000130598	7136	troponin I2, fast skeletal type
DRAXIN	ENSG00000162490	374946	dorsal inhibitory axon guidance protein
UNC5CL	ENSG00000124602	222643	unc-5 family C-terminal like
SCOC	ENSG00000153130	60592	short coiled-coil protein
PLAGL1	ENSG00000118495	5325	PLAG1 like zinc finger 1
F2R	ENSG00000181104	2149	coagulation factor II thrombin receptor
IQCB1	ENSG00000173226	9657	IQ motif containing B1
POTEH	ENSG00000198062	23784	POTE ankyrin domain family member H
PRL	ENSG00000172179	5617	prolactin
XRCC5	ENSG00000079246	7520	X-ray repair cross complementing 5
AHSG	ENSG00000145192	197	alpha 2-HS glycoprotein
RANBP10	ENSG00000141084	57610	RAN binding protein 10
NME8	ENSG00000086288	51314	NME/NM23 family member 8
ASB15	ENSG00000146809	142685	ankyrin repeat and SOCS box containing 15
MTMR14	ENSG00000163719	64419	myotubularin related protein 14
SMPX	ENSG00000091482	23676	small muscle protein X-linked
AREG	ENSG00000109321	374	amphiregulin
ENTPD6	ENSG00000197586	955	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
SNX6	ENSG00000129515	58533	sorting nexin 6
C6orf25	NA	NA	NA
TSSK1B	ENSG00000212122	83942	testis specific serine kinase 1B
EYA1	ENSG00000104313	2138	EYA transcriptional coactivator and phosphatase 1
DDHD2	ENSG00000085788	23259	DDHD domain containing 2
HDAC1	ENSG00000116478	3065	histone deacetylase 1
KCNA1	ENSG00000111262	3736	potassium voltage-gated channel subfamily A member 1
TXNDC15	ENSG00000113621	79770	thioredoxin domain containing 15
CYP2E1	ENSG00000130649	1571	cytochrome P450 family 2 subfamily E member 1
UCMA	ENSG00000165623	221044	upper zone of growth plate and cartilage matrix associated
KHDRBS1	ENSG00000121774	10657	KH RNA binding domain containing, signal transduction associated 1
HMGB2	ENSG00000164104	3148	high mobility group box 2
MPLKIP	ENSG00000168303	136647	M-phase specific PLK1 interacting protein
STAU1	ENSG00000124214	6780	staufen double-stranded RNA binding protein 1
CHAF1A	ENSG00000167670	10036	chromatin assembly factor 1 subunit A
RNF103-CHMP3	ENSG00000249884	100526767	RNF103-CHMP3 readthrough
CAPSL	ENSG00000152611	133690	calcyphosine like
ATXN3L	ENSG00000123594	92552	ataxin 3 like
HIST2H2BE	ENSG00000184678	8349	histone cluster 2 H2B family member e
AGMAT	ENSG00000116771	79814	agmatinase
PRPF4B	ENSG00000112739	8899	pre-mRNA processing factor 4B
ZNF10	ENSG00000256223	7556	zinc finger protein 10
SERPINB2	ENSG00000197632	5055	serpin family B member 2
SLC25A3	ENSG00000075415	5250	solute carrier family 25 member 3
CAMK2B	ENSG00000058404	816	calcium/calmodulin dependent protein kinase II beta
CTDSP2	ENSG00000175215	10106	CTD small phosphatase 2
SPEF1	ENSG00000101222	25876	sperm flagellar 1
GPBP1L1	ENSG00000159592	60313	GC-rich promoter binding protein 1 like 1
MRGPRX1	ENSG00000170255	259249	MAS related GPR family member X1
CPNE6	ENSG00000100884	9362	copine 6
CPNE6	ENSG00000285221	9362	copine 6
TBL2	ENSG00000106638	26608	transducin beta like 2
ZNF460	ENSG00000197714	10794	zinc finger protein 460
MYO1H	ENSG00000174527	283446	myosin IH
GRB14	ENSG00000115290	2888	growth factor receptor bound protein 14
GRAMD1B	ENSG00000023171	57476	GRAM domain containing 1B
C22orf39	ENSG00000242259	128977	chromosome 22 open reading frame 39
OR9Q2	ENSG00000186513	219957	olfactory receptor family 9 subfamily Q member 2
ASPRV1	ENSG00000244617	151516	aspartic peptidase retroviral like 1
TMEM11	ENSG00000178307	8834	transmembrane protein 11
SDR39U1	ENSG00000100445	56948	short chain dehydrogenase/reductase family 39U member 1
ACTR1B	ENSG00000115073	10120	ARP1 actin related protein 1 homolog B
VAMP2	ENSG00000220205	6844	vesicle associated membrane protein 2
GZMB	ENSG00000100453	3002	granzyme B
NWD2	ENSG00000174145	57495	NACHT and WD repeat domain containing 2
TMEM104	ENSG00000109066	54868	transmembrane protein 104
GRXCR1	ENSG00000215203	389207	glutaredoxin and cysteine rich domain containing 1
GP9	ENSG00000169704	2815	glycoprotein IX platelet
ZNF597	ENSG00000167981	146434	zinc finger protein 597
CLCN2	ENSG00000114859	1181	chloride voltage-gated channel 2
HIST2H3A	ENSG00000203852	333932	histone cluster 2 H3 family member a
C4orf46	ENSG00000205208	201725	chromosome 4 open reading frame 46
PRSS46	NA	NA	NA
RNF220	ENSG00000187147	55182	ring finger protein 220
UQCC2	ENSG00000137288	84300	ubiquinol-cytochrome c reductase complex assembly factor 2
PLEKHG4	ENSG00000196155	25894	pleckstrin homology and RhoGEF domain containing G4
COL12A1	ENSG00000111799	1303	collagen type XII alpha 1 chain
FAM188B	NA	NA	NA
SLC7A1	ENSG00000139514	6541	solute carrier family 7 member 1
STIL	ENSG00000123473	6491	STIL, centriolar assembly protein
OLFML3	ENSG00000116774	56944	olfactomedin like 3
TM4SF19	ENSG00000145107	116211	transmembrane 4 L six family member 19
NAPB	ENSG00000125814	63908	NSF attachment protein beta
SGK2	ENSG00000101049	10110	SGK2, serine/threonine kinase 2
B3GALT6	ENSG00000176022	126792	beta-1,3-galactosyltransferase 6
HEXIM2	ENSG00000168517	124790	hexamethylene bisacetamide inducible 2
ANKRD1	ENSG00000148677	27063	ankyrin repeat domain 1
WBSCR16	NA	NA	NA
GKAP1	ENSG00000165113	80318	G kinase anchoring protein 1
QPCTL	ENSG00000011478	54814	glutaminyl-peptide cyclotransferase like
KCNE2	ENSG00000159197	9992	potassium voltage-gated channel subfamily E regulatory subunit 2
DUSP5	ENSG00000138166	1847	dual specificity phosphatase 5
COX7A2	ENSG00000112695	1347	cytochrome c oxidase subunit 7A2
DR1	ENSG00000117505	1810	down-regulator of transcription 1
TM9SF2	ENSG00000125304	9375	transmembrane 9 superfamily member 2
MYO1A	ENSG00000166866	4640	myosin IA
FAH	ENSG00000103876	2184	fumarylacetoacetate hydrolase
ZNF789	ENSG00000198556	285989	zinc finger protein 789
GIGYF2	ENSG00000204120	26058	GRB10 interacting GYF protein 2
TMC7	ENSG00000170537	79905	transmembrane channel like 7
CHST2	ENSG00000175040	9435	carbohydrate sulfotransferase 2
ULBP2	ENSG00000131015	80328	UL16 binding protein 2
ASNSD1	ENSG00000138381	54529	asparagine synthetase domain containing 1
GOT1L1	ENSG00000169154	137362	glutamic-oxaloacetic transaminase 1 like 1
CLVS1	ENSG00000177182	157807	clavesin 1
SYNPO2	ENSG00000172403	171024	synaptopodin 2
AP5S1	ENSG00000125843	55317	adaptor related protein complex 5 subunit sigma 1
WDR72	ENSG00000166415	256764	WD repeat domain 72
AGO1	ENSG00000092847	26523	argonaute 1, RISC catalytic component
TMEM44	ENSG00000145014	93109	transmembrane protein 44
CCDC182	ENSG00000166329	101927581	coiled-coil domain containing 182
PLVAP	ENSG00000130300	83483	plasmalemma vesicle associated protein
OGFOD2	ENSG00000111325	79676	2-oxoglutarate and iron dependent oxygenase domain containing 2
MFI2	NA	NA	NA
TEX19	ENSG00000182459	400629	testis expressed 19
C18orf65	ENSG00000275763	400658	chromosome 18 open reading frame 65
PRAMEF10	ENSG00000187545	343071	PRAME family member 10
PRAMEF10	ENSG00000282663	343071	PRAME family member 10
SPEF2	ENSG00000152582	79925	sperm flagellar 2
LRRC72	ENSG00000205858	100506049	leucine rich repeat containing 72
CNTN1	ENSG00000018236	1272	contactin 1
OR3A3	ENSG00000159961	8392	olfactory receptor family 3 subfamily A member 3
CRYAA	ENSG00000160202	1409	crystallin alpha A
CRYAA	ENSG00000276076	1409	crystallin alpha A
KLHL2	ENSG00000109466	11275	kelch like family member 2
SNX7	ENSG00000162627	51375	sorting nexin 7
ANKRD30B	ENSG00000180777	374860	ankyrin repeat domain 30B
SLC25A24	ENSG00000085491	29957	solute carrier family 25 member 24
SLC25A24	ENSG00000284468	29957	solute carrier family 25 member 24
HEMGN	ENSG00000136929	55363	hemogen
NFKBID	ENSG00000167604	84807	NFKB inhibitor delta
ST8SIA6	ENSG00000148488	338596	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
GBP1	ENSG00000117228	2633	guanylate binding protein 1
LRRC58	ENSG00000163428	116064	leucine rich repeat containing 58
HNRNPA2B1	ENSG00000122566	3181	heterogeneous nuclear ribonucleoprotein A2/B1
GPR148	ENSG00000173302	344561	G protein-coupled receptor 148
TMTC1	ENSG00000133687	83857	transmembrane and tetratricopeptide repeat containing 1
OR51A4	ENSG00000205497	401666	olfactory receptor family 51 subfamily A member 4
TCF19	ENSG00000137310	6941	transcription factor 19
TCF19	ENSG00000206455	6941	transcription factor 19
TCF19	ENSG00000224941	6941	transcription factor 19
TCF19	ENSG00000224472	6941	transcription factor 19
